GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,30.0,30 [15-88],15.0,88.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,74.0,74,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,65.0,65,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,77.0,77,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,2.6,2.6,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,58.0,58 [50-69],50.0,69.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,2.3,2.3,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,39.0,39 [25-68],25.0,68.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,1136182.0,1 136 182,,
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,79.0,79,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,39.0,39 [21-95],21.0,95.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,0.15,0.15,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,2770000.0,2 770 000 [2 400 000-3 200 000],2400000.0,3200000.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,2382714.0,2 382 714,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,3470000.0,3 470 000 [1 390 000-6 490 000],1390000.0,6490000.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,57.0,57,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,75.0,75,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,208000.0,208 000 [52 000-470 000],52000.0,470000.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2000,2000,2000,SEAR,South-East Asia,IND,India,,,,1115718.0,1 115 718,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,88.0,88,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,3300000.0,3 300 000 [1 800 000-5 240 000],1800000.0,5240000.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2000,2000,2000,SEAR,South-East Asia,IND,India,,,,33.0,33 [16-96],16.0,96.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,3.8,3.8 [2.6-5.2],2.6,5.2
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,311.0,311 [111-610],111.0,610.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,298.0,298 [112-573],112.0,573.0
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-mdr-rr-tb-incident-cases,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,130000.0,130 000 [100 000-150 000],100000.0,150000.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,95.0,95,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,72.0,72,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,51000.0,51 000 [39 000-64 000],39000.0,64000.0
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,3550000.0,3 550 000 [1 230 000-7 060 000],1230000.0,7060000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,48000.0,48 000 [37 000-61 000],37000.0,61000.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,50.0,50 [37-72],37.0,72.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,84.0,84,,
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-mdr-rr-tb-incident-cases,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,120000.0,120 000 [95 000-140 000],95000.0,140000.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,36.0,36 [19-97],19.0,97.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,81.0,81,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,1998,1998,1998,SEAR,South-East Asia,IND,India,,,,72.0,72,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,84000.0,84 000 [66 000-105 000],66000.0,105000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,73.0,73,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,190.0,190,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,39009.0,39 009,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,8.6,8.6 [5.1-13],5.1,13.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,3.5,3.5,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,39.0,39 [25-72],25.0,72.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,22.0,22 [3.8-55],3.8,55.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,84.0,84,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,65.0,65,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,17253.0,17 253,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,66255.0,66 255,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2004,2004,2004,SEAR,South-East Asia,IND,India,,,,32.0,32 [16-90],16.0,90.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,74.0,74,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,60.0,60,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,4.0,4,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,66.0,66,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,202.0,202 [179-226],179.0,226.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,76.0,76,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,29.0,29,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,3430000.0,3 430 000 [1 410 000-6 320 000],1410000.0,6320000.0
TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-in-children-aged-0---14,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,289000.0,289 000 [217 000-361 000],217000.0,361000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,12.0,12,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,34.0,34 [18-94],18.0,94.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,53.0,53 [42-69],42.0,69.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,71.0,71,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,1339866.0,1 339 866,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,3550000.0,3 550 000 [1 340 000-6 830 000],1340000.0,6830000.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,5.5,5.5,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,0.0,0,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,59.0,59 [51-68],51.0,68.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,0.0,0,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,1908683.0,1 908 683,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,305.0,305 [112-593],112.0,593.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,86.0,86,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,72.0,72,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,74.0,74,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2009,2009,2009,SEAR,South-East Asia,IND,India,,,,1699.0,1699,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,2.9,2.9 [2.5-3.5],2.5,3.5
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,3140000.0,3 140 000 [2 400 000-3 990 000],2400000.0,3990000.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,69.0,69,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,87.0,87,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,92.0,92 [79-110],79.0,110.0
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,64.0,64,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,2498584.0,2 498 584,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,3590000.0,3 590 000 [1 280 000-7 040 000],1280000.0,7040000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,71.0,71,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,6.9,6.9 [4.7-9.6],4.7,9.6
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,89.0,89,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,69.0,69,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,87.0,87,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,55447.0,55 447,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,73000.0,73 000 [58 000-91 000],58000.0,91000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-hiv-positive-tb-cases,2016,2016,2016,SEAR,South-East Asia,IND,India,,,,75.0,75,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,1649694.0,1 649 694,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,33.0,33,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,2860000.0,2 860 000 [2 550 000-3 200 000],2550000.0,3200000.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,83.0,83,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,70.0,70,,
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-xdr-tb-cases,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,32.0,32,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,1243905.0,1 243 905,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,51765.0,51 765,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2001,2001,2001,SEAR,South-East Asia,IND,India,,,,321.0,321 [110-642],110.0,642.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,32.0,32 [16-90],16.0,90.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2024,2024,2024,SEAR,South-East Asia,IND,India,,,,86.0,86,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2023,2023,2023,SEAR,South-East Asia,IND,India,,,,96.0,96,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,1295943.0,1 295 943,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,1156248.0,1 156 248,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,1999,1999,1999,SEAR,South-East Asia,IND,India,,,,21.0,21,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,61.0,61,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2008,2008,2008,SEAR,South-East Asia,IND,India,,,,1332267.0,1 332 267,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,49679.0,49 679,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,1073282.0,1 073 282,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,1060951.0,1 060 951,,
